t,sigma(t),X(t)
0.618,0.035475989909902826,1.0110869422086857
0.619,0.036062556724246304,1.0140847886235569
0.62,0.03634326320607817,1.0155496044489078
0.621,0.0354011524524806,1.0108116544294676
0.622,0.03597598566226523,1.0137482476034578
0.623,0.03824573371585692,1.0252931979251196
0.624,0.039915096391060306,1.0339266786643655
0.625,0.04192845059319677,1.0444370576865853
0.626,0.041260618632126815,1.041084171329061
0.627,0.03998550276581611,1.0345704511726208
0.628,0.03982646582623643,1.0338510086499162
0.629,0.03989732042174541,1.0343179680987447
0.63,0.04127990584967767,1.0415699715982725
0.631,0.0391012680267861,1.0303481065913642
0.632,0.041016850649109815,1.0403058359398722
0.633,0.04081140967859371,1.0393571268555892
0.634,0.04026355968043888,1.0366266537346083
0.635,0.03897833621758201,1.030072930106813
0.636,0.03691506003469987,1.0195335268601295
0.637,0.037924594951915185,1.0247345756901558
0.638,0.03802112389840485,1.0252997308031693
0.639,0.03643624794419559,1.0172469622131999
0.64,0.034883456771359525,1.0093964481525337
0.641,0.03450216261416955,1.0074955336490776
0.642,0.03647937392997869,1.017473355352069
0.643,0.03617635902324716,1.0159798225699288
0.644,0.0343796455865598,1.0068960264278957
0.645,0.03410832789374627,1.0055458858086805
0.646,0.03380744904179762,1.0040448377390376
0.647,0.030689861800758042,0.9884009913626468
0.648,0.030657635206803348,0.98820253522733
0.649,0.030429928462917498,0.9870377713442661
0.65,0.031226739890077616,0.9909271996664057
0.651,0.03331948595384249,1.0012646824381795
0.652,0.03464010251458477,1.0078759080713702
0.653,0.03433966879609839,1.0063816644548247
0.654,0.03305980012560979,0.9999566740037454
0.655,0.03603986366609946,1.0148522433147353
0.656,0.036122845529430826,1.0153145158912138
0.657,0.036151220638037274,1.0155010476728787
0.658,0.03613375613179205,1.0154552950635853
0.659,0.03638349775109699,1.0167659578745767
0.66,0.036220194509621315,1.01598227154105
0.661,0.03554103744021132,1.012576208827121
0.662,0.0349023801463709,1.009376294950259
0.663,0.03487897289712621,1.009281917717552
0.664,0.034252459781842624,1.0061436757161546
0.665,0.033435307844764006,1.0020466860471506
0.666,0.033578084801321025,1.0027635646762785
0.667,0.03330184928911984,1.001382251559571
0.668,0.03505778490421391,1.0101735924453075
0.669,0.031933353522940876,0.9944186320130357
0.67,0.033191165863236845,1.0006517096567484
0.671,0.034647375953475244,1.0079353713370007
0.672,0.03222255500971293,0.995734924395661
0.673,0.03185683470615979,0.9938975313900674
0.674,0.03146196794080445,0.9919132335483845
0.675,0.029908608142599234,0.9841813993654106
0.676,0.029088125666223673,0.9800933231441802
0.677,0.027922918471427298,0.9743208536903343
0.678,0.029811024146768107,0.9834398851572064
0.679,0.030863342011219395,0.9885623822659018
0.68,0.03230357139836146,0.9956445391281309
0.681,0.03314700308509586,0.9998279507405472
0.682,0.03186749432201716,0.9934287131449756
0.683,0.031299694805980285,0.9905865283338311
0.684,0.03187336797961418,0.9933976754972419
0.685,0.03051780661499583,0.9866428630613828
0.686,0.03133401555817056,0.9906277279139978
0.687,0.031090960601548867,0.989394134322441
0.6880000000000001,0.03069969303633976,0.9874252662961815
0.6890000000000001,0.031515441454808946,0.9914137114482959
0.6900000000000001,0.032039701674551994,0.9939854710553823
0.6910000000000001,0.03165494271225315,0.9920539591973593
0.6920000000000001,0.0329845189719795,0.9986240403490302
0.6930000000000001,0.03176380958305689,0.9925236666226377
0.6940000000000001,0.03248279326884208,0.9960683414009125
0.6950000000000001,0.03318140533086745,0.9995349602499639
0.6960000000000001,0.032845243167256545,0.9978526532155034
0.6970000000000001,0.03324052612794888,0.9998175183399836
0.6980000000000001,0.031818155556119415,0.9927055714095052
0.6990000000000001,0.03288514372728519,0.99797903503891
0.7000000000000001,0.0326944219287675,0.9970206439992237
0.7010000000000001,0.03211856269161696,0.9941403711439395
0.7020000000000001,0.03333122206127374,1.0001500245349992
0.7030000000000001,0.03253794811347875,0.9961830280694165
0.704,0.030953504037521746,0.9882791613435971
0.705,0.02924855505429365,0.9798190545516966
0.706,0.029936293184034707,0.9831283140181355
0.707,0.028565334312224272,0.97633907570166
0.708,0.030475392118517134,0.9855935683109652
0.709,0.028205327600265756,0.9743645118395688
0.71,0.03004264306289923,0.9832406385567475
0.711,0.030303837417123385,0.9844761899688794
0.712,0.03022644685509619,0.9840505071417023
0.713,0.029656589920086233,0.9812008071140103
0.714,0.030122342157956644,0.9834316751185088
0.715,0.030110664403257964,0.9833268868927283
0.716,0.03135116617736813,0.9893784465762342
0.717,0.03150502962501859,0.9901101757684163
0.718,0.03169924131369223,0.9910444772828709
0.719,0.031314701117758734,0.9891147032274336
0.72,0.03127702399628986,0.9888984183712602
0.721,0.031647474529077936,0.9906996058852886
0.722,0.029748384428831966,0.9812674141212225
0.723,0.028308482544425008,0.9741500032246019
0.724,0.029134475068282952,0.9780997819473172
0.725,0.02935152553322904,0.9790996634741918
0.726,0.029184117474941536,0.9782216388063744
0.727,0.029236482001487183,0.9784168765801871
0.728,0.029644652766460444,0.9803535559778107
0.729,0.02908795394600956,0.9775705044699634
0.73,0.028281160026342737,0.9735647624096635
0.731,0.02852461769225928,0.9746760921644587
0.732,0.027513976507310994,0.9696805490582889
0.733,0.02797972247460262,0.9718540293278807
0.734,0.026214590749820733,0.9631987335084943
0.735,0.02730980618438992,0.9683704326483651
0.736,0.02784182417112849,0.9708588900044693
0.737,0.028148488681890186,0.9722675576297337
0.738,0.029226779553399175,0.9774338779463269
0.739,0.03105987005987258,0.9863322934863796
0.74,0.0322173353734285,0.9920068847194623
0.741,0.030150911284519296,0.9817407439398285
0.742,0.02877523108071055,0.97494107270543
0.743,0.028138568158840936,0.9717708703289382
0.744,0.02820183286658777,0.9720025425073578
0.745,0.028787037133211527,0.9747718252100718
0.746,0.02804190134383981,0.9710736643212216
0.747,0.02827557884262209,0.972131179092508
0.748,0.027507405588001858,0.9683236012211522
0.749,0.026903431736513255,0.9653147697965458
0.75,0.025483492909034903,0.9583682269999874
0.751,0.02459492440122391,0.9539975023082481
0.752,0.023300450433045128,0.9476978313415895
0.753,0.022408430501583226,0.9433283824482893
0.754,0.023458741503370895,0.9481277367764591
0.755,0.022588697291130725,0.9438627359111754
0.756,0.025143145556078505,0.9557658566280939
0.757,0.025682444329682412,0.9582256548722009
0.758,0.025912738941979086,0.9592190567287203
0.759,0.025081114279118983,0.9551237359721286
0.76,0.02582731599826171,0.9585690824866139
0.761,0.02528474905815662,0.9558607174745433
0.762,0.025451597501851327,0.956542736956942
0.763,0.028078346314980372,0.968992636194523
0.764,0.028012308906250796,0.9685963067248001
0.765,0.029264815853970783,0.9745848658742229
0.766,0.028536227202016932,0.9709750317725843
0.767,0.02853323729974752,0.970890648116155
0.768,0.030459437447862753,0.9801713911419442
0.769,0.02979601202867386,0.9768777844037967
0.77,0.0318053003071093,0.986640096853147
0.771,0.03262817463160149,0.9906768865894269
0.772,0.032007715944877765,0.987593037422915
0.773,0.03274726673342886,0.9912252759133365
0.774,0.03388211792780434,0.9968410279942557
0.775,0.03462436218913062,1.000548731421662
0.776,0.032792571098248936,0.9914041262198646
0.777,0.031981406112596394,0.9873751229420921
0.778,0.0317255078955441,0.9860917623848919
0.779,0.03166648151712927,0.9857769533060072
0.78,0.032390023429280525,0.9893185608531807
0.781,0.032615120576813365,0.9904180262734767
0.782,0.031112054251276285,0.9829640363930826
0.783,0.03156285297606188,0.9851468795018763
0.784,0.03227422865692775,0.9886247644146812
0.785,0.032933444486045,0.9918676440268105
0.786,0.0341951138636725,0.9981187396403188
0.787,0.035187826973218594,1.0030858698183935
0.788,0.03574702856869183,1.0059184091578766
0.789,0.035675884982778724,1.0055970056511292
0.79,0.03370469686706777,0.9957212362613231
0.791,0.03422241890379396,0.9983043170119205
0.792,0.034482745953154134,0.9996170587674243
0.793,0.03481825082549641,1.001311175322824
0.794,0.03332705421786453,0.9938677191508878
0.795,0.03209889406449499,0.9877644818898283
0.796,0.03331594354005179,0.9937569830841445
0.797,0.03329033326754647,0.9936294719300126
0.798,0.034096883755983715,0.9976358927175767
0.799,0.03414766474122709,0.9979006235649215
0.8,0.03419999834428031,0.9981739315678184
0.801,0.035314829437952104,1.0037508844831604
0.802,0.034715552562980895,1.0007730949436613
0.803,0.034844674447043186,1.0014399527985964
0.804,0.03431438397031275,0.9988073852092677
0.805,0.03382239824124777,0.9963650885205516
0.806,0.033481320414037924,0.9946732076310539
0.807,0.03375794318376207,0.9960511619011443
0.808,0.033220348268064324,0.993380145696103
0.809,0.03468824994865211,1.0006693840659433
0.81,0.03365039627522307,0.9954969794388628
0.811,0.03345264048573977,0.9945173875113911
0.812,0.0329636169993346,0.9920874555062971
0.8130000000000001,0.034646260477828976,1.0004286010777599
0.8140000000000001,0.034893710201814074,1.0016860823317746
0.8150000000000001,0.03612806874724491,1.0078917263264866
0.8160000000000001,0.03435384401084436,0.9989928460246913
0.8170000000000001,0.03468383029608475,1.0006564079588902
0.8180000000000001,0.03574763896865899,1.005999213535754
0.8190000000000001,0.03585879014235355,1.006594735345911
0.8200000000000001,0.037147280152617305,1.0131178033232222
0.8210000000000001,0.03652527850034677,1.0100249582465166
0.8220000000000001,0.03823921324292371,1.0187289017448198
0.8230000000000001,0.041087674556461194,1.0333129174976188
0.8240000000000001,0.04061925490654094,1.0310129870365454
0.8250000000000001,0.04004953078675897,1.0281887004003971
0.8260000000000001,0.04188892216649443,1.0377484903366556
0.8270000000000001,0.04392790576937714,1.0484614293561525
0.8280000000000001,0.043223038350255774,1.0449329178557554
0.8290000000000001,0.04266087205665673,1.0421507987031033
0.8300000000000001,0.04228479256735872,1.040336951531321
0.8310000000000001,0.040529433029022496,1.0313458125837196
0.8320000000000001,0.03935816689713564,1.0254172354903275
0.833,0.038100175133952925,1.0190600728326245
0.834,0.03715802330394488,1.0143323917423754
0.835,0.03712426323594332,1.0142193646936517
0.836,0.037418303036424794,1.015768141509608
0.837,0.03932294599438763,1.025503760429106
0.838,0.038072881240060585,1.019186165452006
0.839,0.03929337994856154,1.0254781996701425
0.84,0.039027224426316814,1.0242051947093176
0.841,0.038968341040049745,1.0239911270513666
0.842,0.039813943123925964,1.0284071251742817
0.843,0.03839766448060187,1.0212245405134102
0.844,0.038876398379279496,1.0237465918306696
0.845,0.03908733822026286,1.024911456956346
0.846,0.03970583596031928,1.0281694442387532
0.847,0.04007114362323027,1.030145715309776
0.848,0.043179427194627085,1.0462597542209977
0.849,0.042331757572313784,1.0419798647436374
0.85,0.04163379868824507,1.0384842118786164
0.851,0.04082474369039162,1.0344125562028899
0.852,0.04011243365167106,1.0308446820971353
0.853,0.039304726012846354,1.0267863994689654
0.854,0.040797683548690684,1.034543112104752
0.855,0.042609929684073816,1.0440331787702717
0.856,0.04185697597663709,1.040247911622705
0.857,0.040774387420251905,1.03475010971996
0.858,0.04137410741998836,1.037968405870596
0.859,0.04065957546709303,1.0343852889520546
0.86,0.04146477293312512,1.038663383376177
0.861,0.041721715649803426,1.0401244557618683
0.862,0.03975844104177134,1.0300450805197907
0.863,0.04171070270484057,1.0401989403882532
0.864,0.04402526353356692,1.0523676709569318
0.865,0.04319999832362706,1.0481940364476436
0.866,0.04268075140264807,1.0456278115086106
0.867,0.04304622376643453,1.0476851606526614
0.868,0.04347595676022639,1.0500889258234614
0.869,0.04433396834630145,1.0547536279953802
0.87,0.046997905893635186,1.0689766613547498
0.871,0.04673429976614844,1.0677868240016979
0.872,0.04562262512619923,1.0620663069669127
0.873,0.043742448079651074,1.0522777241468013
0.874,0.042764374636705786,1.0472959988574815
0.875,0.04271275509228474,1.0471738505231376
0.876,0.04505028326878826,1.0595601707076003
0.877,0.04434029610655495,1.0559850223156264
0.878,0.04462530934155355,1.0576642186696732
0.879,0.044589491709120674,1.057653950313294
0.88,0.04616283109036549,1.0661527701776519
0.881,0.04957810184266435,1.0845639451136073
0.882,0.04880177987895705,1.0806183684087527
0.883,0.04809154667779702,1.0770316455056357
0.884,0.04951548284782445,1.0849381930291806
0.885,0.05044659282388581,1.0902525263846816
0.886,0.053038529053268085,1.1046617181121556
0.887,0.05384993471783451,1.109469875620081
0.888,0.053281069770609514,1.1066556212766623
0.889,0.05410351035514781,1.11153754287679
0.89,0.055692215622567626,1.1207133730962853
0.891,0.05686974501627447,1.127687606265827
0.892,0.05758422708593426,1.1321142949363618
0.893,0.05915035104629366,1.1413912733044225
0.894,0.06089149329112729,1.151769905904401
0.895,0.06298589910473648,1.164307383728255
0.896,0.0639466211760437,1.1704181332540353
0.897,0.06360750391435113,1.1689710435002576
0.898,0.06377070238705977,1.1704557593765847
0.899,0.06562634340300876,1.1818498718574872
0.9,0.06422586376262085,1.1741465707870211
0.901,0.06474410342306267,1.1777331027677862
0.902,0.06403688102640362,1.1741234091857373
0.903,0.0640107753498437,1.1745108990673017
0.904,0.06598443819379445,1.1866418065238817
0.905,0.06621694750506986,1.1886025103605582
0.906,0.06621387102691502,1.1891705100075824
0.907,0.06392214768951021,1.1761307694445686
0.908,0.06504366051154567,1.1832656448226582
0.909,0.06600969099628509,1.1895438243559169
0.91,0.06944679285420552,1.2105697901916805
0.911,0.06884548007732162,1.20758590272765
0.912,0.06912261561315111,1.2099024870754673
0.913,0.06944992301441678,1.21253206039423
0.914,0.07199076574919208,1.2285932146194103
0.915,0.07173308194177212,1.2277226856202539
0.916,0.0721105194053955,1.2307467919400512
0.917,0.07304661390512777,1.2372231419129223
0.918,0.07326645366577454,1.2393201089563166
0.919,0.07240239722818086,1.2347082451500222
0.92,0.07263549082672584,1.236870841519917
0.921,0.07436762097135534,1.2483121232571524
0.922,0.07249405302348692,1.237386489322718
0.923,0.07262300077273222,1.2389111345182928
0.924,0.07133185803887625,1.231643225069093
0.925,0.07325649196198407,1.2441975461125054
0.926,0.0705493309474063,1.2281014150961425
0.927,0.06951876524390992,1.222458794392086
0.928,0.07005923173291484,1.2264258124468967
0.929,0.07258978487500246,1.2426191147597592
0.93,0.0723799775502123,1.2420472740547048
0.931,0.07133814982161797,1.2363047442731872
0.932,0.07442185791915948,1.2560715420518538
0.933,0.07182024406625546,1.240506628328208
0.934,0.06799794684644436,1.2175148521631483
0.935,0.06863963247202635,1.2220542312879272
0.936,0.06772181937531103,1.2170933375798683
0.937,0.06595784220152943,1.2069865232093728
0.9380000000000001,0.06703054402759132,1.2140508665847203
0.9390000000000001,0.06734866233017199,1.2165955775070156
0.9400000000000001,0.06634078020151687,1.2110853962875399
0.9410000000000001,0.06417614584344383,1.1985772335437792
0.9420000000000001,0.06550146880784745,1.20707425559831
0.9430000000000001,0.0664774187502609,1.213546915772238
0.9440000000000001,0.06623626302023215,1.212686975349759
0.9450000000000001,0.06916334979236544,1.2310336896854144
0.9460000000000001,0.06729599833375893,1.2202014462657211
0.9470000000000001,0.0647112074841858,1.2050532379952918
0.9480000000000001,0.06352388681693708,1.1984664950549613
0.9490000000000001,0.06338064933806573,1.198150903960903
0.9500000000000001,0.06369796202336171,1.2005918646470213
0.9510000000000001,0.06324180230247137,1.1984003892902924
0.9520000000000001,0.06373201899410078,1.2018754034735541
0.9530000000000001,0.061662556616114236,1.1899872553098787
0.9540000000000001,0.06386501597248687,1.203597419351876
0.9550000000000001,0.06366211772601846,1.2029275981391683
0.9560000000000001,0.0653740795278894,1.2137716786077808
0.9570000000000001,0.06585217323016673,1.2172565138398916
0.9580000000000001,0.06651592126524691,1.2218900284814447
0.9590000000000001,0.06736574704770616,1.22769017882881
0.96,0.06801857808564,1.2323242689985245
0.961,0.06899467267280392,1.2389797462747918
0.962,0.07111575743481019,1.2527824067335807
0.963,0.07135386339287948,1.2549838788525902
0.964,0.07245760999431045,1.2626255270926137
0.965,0.07220746746447625,1.2617873350313304
0.966,0.07455832361241989,1.2773545009527145
0.967,0.07328655752984999,1.270021904207337
0.968,0.07627018048013097,1.2897293587591991
0.969,0.0760912278128261,1.289406009900009
0.97,0.07348681570455412,1.2734422710683857
0.971,0.07360598887128258,1.274968068935563
0.972,0.07233656890341596,1.267645914557999
0.973,0.07366950913356518,1.2768360301268666
0.974,0.0724481939643822,1.2698114743047888
0.975,0.07159129789542032,1.2651160194841937
0.976,0.06829898116280936,1.245016217743589
0.977,0.06746648340860409,1.2404868436966598
0.978,0.06340223275345756,1.2159137222147203
0.979,0.06080964436801886,1.2007003210564255
0.98,0.06193316632737906,1.207940249175226
0.981,0.06310417899774796,1.2155310192002877
0.982,0.06371081759788813,1.2197607701754547
0.983,0.062096022679557966,1.2104682516632035
0.984,0.061954540531755566,1.2101341982570346
0.985,0.06188300570618345,1.210220897087472
0.986,0.059994884096909826,1.1993139471002046
0.987,0.06226385478320505,1.2133996215936127
0.988,0.06358167161955261,1.2219213781030784
0.989,0.06315854126568156,1.219890634345542
0.99,0.0631317992570427,1.2202732750934924
0.991,0.0633935471535708,1.2224157289823006
0.992,0.06007210526241452,1.2026660061019063
0.993,0.0596287333700596,1.200482231767585
0.994,0.058516595560353955,1.1942802307762619
0.995,0.05692864446773724,1.1852490758728662
0.996,0.05645367215884205,1.1828537682327047
0.997,0.059105718370803285,1.1989489022079713
0.998,0.06003376431978477,1.2049757971578403
0.999,0.059088547401441545,1.199763580206187
1.0,0.05991155993814688,1.2051641850617378
