t,X(t)
0.742,1.1030445007870897
0.743,1.0992371224589672
0.744,1.099968130853967
0.745,1.1041193700042167
0.746,1.0996035141683485
0.747,1.1014521859970627
0.748,1.0967407670698093
0.749,1.0930474067996576
0.75,1.0838696277732711
0.751,1.0780828047591253
0.752,1.0694055274989938
0.753,1.0633398974455621
0.754,1.070957468636048
0.755,1.0650623556262164
0.756,1.0833267329236687
0.757,1.0872483934142643
0.758,1.0890630178211267
0.759,1.0836953188752034
0.76,1.0890370141105632
0.761,1.0856167264439462
0.762,1.0869972594462012
0.763,1.105140761466522
0.764,1.1050219188839645
0.765,1.1136064393809038
0.766,1.1092107249586152
0.767,1.1095198768025867
0.768,1.1225007340937905
0.769,1.1186109459484133
0.77,1.1319928117011564
0.771,1.1376258527469805
0.772,1.1341477297978084
0.773,1.1392510517638192
0.774,1.1468281813655818
0.775,1.1519116939659988
0.776,1.1410480457593644
0.777,1.1363710960140503
0.778,1.1351603547669284
0.779,1.1351935487400389
0.78,1.1402173194291623
0.781,1.1420688953142006
0.782,1.1329946334248189
0.783,1.1362855096299205
0.784,1.1412416271884132
0.785,1.1458527291382992
0.786,1.1542580831203146
0.787,1.160922984906852
0.788,1.164874894232
0.789,1.1649403987307945
0.79,1.153285357237
0.791,1.1569956425275165
0.792,1.1590938914578055
0.793,1.1616643158979894
0.794,1.152864863208813
0.795,1.1455589258139018
0.796,1.1537619565136192
0.797,1.1540502022952979
0.798,1.1596014017238534
0.799,1.1603888883535574
0.8,1.1611874614307434
0.801,1.1686588061191392
0.802,1.1654289213336162
0.803,1.1667201247090868
0.804,1.163892361900851
0.805,1.1612759371939252
0.806,1.1595858438351776
0.807,1.1617947358097727
0.808,1.1588578672621115
0.809,1.1686410602030182
0.81,1.1626132173592336
0.811,1.161820454598938
0.812,1.15917022200497
0.8130000000000001,1.1703579437547602
0.8140000000000001,1.1723980199165385
0.8150000000000001,1.1806352390135204
0.8160000000000001,1.1701328879013628
0.8170000000000001,1.1726942785799146
0.8180000000000001,1.1798788125717818
0.8190000000000001,1.181082772288699
0.8200000000000001,1.1896322638394812
0.8210000000000001,1.1863350559552799
